appliance_guess,cluster,start,end,duration_s,magnitude_w
kitchen outlets,3,2013-06-12 03:13:16+05:30,2013-06-12 03:26:43+05:30,807.0,891.197265625
kitchen outlets,3,2013-06-12 03:08:57+05:30,2013-06-12 03:46:59+05:30,2282.0,450.2648010253906
water motor,0,2013-06-12 05:23:34+05:30,2013-06-12 06:04:31+05:30,2457.0,257.4779968261719
television,4,2013-06-12 07:04:51+05:30,2013-06-12 07:04:57+05:30,6.0,87.85220336914062
television,4,2013-06-12 07:04:19+05:30,2013-06-12 07:06:51+05:30,152.0,146.99566650390625
laptop computer,1,2013-06-12 07:22:31+05:30,2013-06-12 07:24:03+05:30,92.0,57.25787353515625
laptop computer,1,2013-06-12 07:25:03+05:30,2013-06-12 07:25:39+05:30,36.0,68.02392578125
water filter,5,2013-06-12 07:24:42+05:30,2013-06-12 07:28:23+05:30,221.0,40.326690673828125
water filter,5,2013-06-12 07:13:47+05:30,2013-06-12 07:28:46+05:30,899.0,39.306396484375
water motor,0,2013-06-12 07:37:17+05:30,2013-06-12 07:37:36+05:30,19.0,198.77398681640625
water motor,0,2013-06-12 07:38:29+05:30,2013-06-12 07:38:36+05:30,7.0,190.73724365234375
water filter,5,2013-06-12 07:33:41+05:30,2013-06-12 07:42:30+05:30,529.0,40.860198974609375
water filter,5,2013-06-12 07:32:52+05:30,2013-06-12 07:51:49+05:30,1137.0,33.575408935546875
television,4,2013-06-12 08:11:00+05:30,2013-06-12 08:21:06+05:30,606.0,131.43118286132812
laptop computer,1,2013-06-12 07:52:54+05:30,2013-06-12 08:39:29+05:30,2795.0,55.88719177246094
laptop computer,1,2013-06-12 07:49:36+05:30,2013-06-12 08:41:42+05:30,3126.0,50.04939270019531
laptop computer,1,2013-06-12 08:47:30+05:30,2013-06-12 08:51:51+05:30,261.0,51.027801513671875
water filter,5,2013-06-12 09:05:14+05:30,2013-06-12 09:07:50+05:30,156.0,38.788116455078125
water filter,5,2013-06-12 09:11:08+05:30,2013-06-12 09:45:09+05:30,2041.0,44.028900146484375
laptop computer,1,2013-06-12 10:18:10+05:30,2013-06-12 10:44:21+05:30,1571.0,58.56671142578125
laptop computer,1,2013-06-12 10:09:29+05:30,2013-06-12 11:02:04+05:30,3155.0,56.35990905761719
laptop computer,1,2013-06-12 11:56:24+05:30,2013-06-12 12:12:12+05:30,948.0,59.81158447265625
laptop computer,1,2013-06-12 12:26:16+05:30,2013-06-12 12:38:25+05:30,729.0,75.8485107421875
water filter,5,2013-06-12 12:32:47+05:30,2013-06-12 12:40:23+05:30,456.0,32.497100830078125
television,4,2013-06-12 12:48:53+05:30,2013-06-12 12:48:54+05:30,1.0,88.30670166015625
television,4,2013-06-12 12:49:20+05:30,2013-06-12 12:49:37+05:30,17.0,86.455810546875
laptop computer,1,2013-06-12 12:50:35+05:30,2013-06-12 12:50:46+05:30,11.0,54.367401123046875
laptop computer,1,2013-06-12 12:50:29+05:30,2013-06-12 12:51:00+05:30,31.0,75.01528930664062
kitchen outlets,3,2013-06-12 12:52:10+05:30,2013-06-12 12:52:21+05:30,11.0,392.48773193359375
television,4,2013-06-12 12:52:44+05:30,2013-06-12 12:53:12+05:30,28.0,118.93061828613281
television,4,2013-06-12 12:51:46+05:30,2013-06-12 12:53:51+05:30,125.0,117.79971313476562
television,4,2013-06-12 12:49:58+05:30,2013-06-12 12:54:00+05:30,242.0,117.95939636230469
television,4,2013-06-12 12:54:24+05:30,2013-06-12 12:54:37+05:30,13.0,93.7388916015625
television,4,2013-06-12 12:49:51+05:30,2013-06-12 12:54:55+05:30,304.0,94.03799438476562
water filter,5,2013-06-12 12:55:48+05:30,2013-06-12 12:55:51+05:30,3.0,48.550811767578125
laptop computer,1,2013-06-12 12:50:19+05:30,2013-06-12 12:55:58+05:30,339.0,64.25881958007812
water filter,5,2013-06-12 13:08:05+05:30,2013-06-12 13:09:32+05:30,87.0,35.32720947265625
water motor,0,2013-06-12 12:54:11+05:30,2013-06-12 13:47:36+05:30,3205.0,198.76930236816406
water motor,0,2013-06-12 13:47:52+05:30,2013-06-12 13:48:00+05:30,8.0,185.8907928466797
water motor,0,2013-06-12 13:48:17+05:30,2013-06-12 13:48:21+05:30,4.0,189.40838623046875
water motor,0,2013-06-12 13:48:29+05:30,2013-06-12 13:48:38+05:30,9.0,194.80288696289062
water motor,0,2013-06-12 13:48:47+05:30,2013-06-12 13:48:56+05:30,9.0,192.64073181152344
television,4,2013-06-12 13:43:09+05:30,2013-06-12 13:49:00+05:30,351.0,96.54830932617188
water motor,0,2013-06-12 13:47:40+05:30,2013-06-12 13:49:10+05:30,90.0,196.26918029785156
water motor,0,2013-06-12 13:49:15+05:30,2013-06-12 13:49:23+05:30,8.0,193.75399780273438
kitchen outlets,3,2013-06-12 13:49:51+05:30,2013-06-12 13:49:53+05:30,2.0,490.80133056640625
kitchen outlets,3,2013-06-12 13:50:17+05:30,2013-06-12 13:50:32+05:30,15.0,631.9625854492188
kitchen outlets,3,2013-06-12 13:50:37+05:30,2013-06-12 13:50:50+05:30,13.0,639.0029296875
kitchen outlets,3,2013-06-12 13:50:10+05:30,2013-06-12 13:50:55+05:30,45.0,658.2348022460938
kitchen outlets,3,2013-06-12 13:50:03+05:30,2013-06-12 13:51:02+05:30,59.0,654.867919921875
kitchen outlets,3,2013-06-12 13:51:58+05:30,2013-06-12 13:52:00+05:30,2.0,660.596923828125
kitchen outlets,3,2013-06-12 13:51:52+05:30,2013-06-12 13:52:40+05:30,48.0,652.3649291992188
kitchen outlets,3,2013-06-12 13:51:41+05:30,2013-06-12 13:52:47+05:30,66.0,652.8535766601562
kitchen outlets,3,2013-06-12 13:51:35+05:30,2013-06-12 13:52:53+05:30,78.0,655.3716430664062
kitchen outlets,3,2013-06-12 13:53:49+05:30,2013-06-12 13:54:04+05:30,15.0,637.499755859375
kitchen outlets,3,2013-06-12 13:53:20+05:30,2013-06-12 13:54:15+05:30,55.0,638.0535888671875
kitchen outlets,3,2013-06-12 13:53:13+05:30,2013-06-12 13:54:26+05:30,73.0,631.4910888671875
kitchen outlets,3,2013-06-12 13:54:34+05:30,2013-06-12 13:54:41+05:30,7.0,636.791015625
kitchen outlets,3,2013-06-12 13:53:04+05:30,2013-06-12 13:54:48+05:30,104.0,635.2573852539062
water filter,5,2013-06-12 13:55:53+05:30,2013-06-12 14:03:46+05:30,473.0,41.7347412109375
laptop computer,1,2013-06-12 16:49:06+05:30,2013-06-12 16:51:48+05:30,162.0,53.9766845703125
laptop computer,1,2013-06-12 16:22:27+05:30,2013-06-12 17:07:54+05:30,2727.0,62.74346923828125
water motor,0,2013-06-12 17:49:35+05:30,2013-06-12 17:49:42+05:30,7.0,170.4693603515625
television,4,2013-06-12 17:51:57+05:30,2013-06-12 17:52:08+05:30,11.0,114.65313720703125
television,4,2013-06-12 17:52:17+05:30,2013-06-12 17:52:35+05:30,18.0,114.31915283203125
television,4,2013-06-12 17:53:27+05:30,2013-06-12 17:53:49+05:30,22.0,125.71697998046875
television,4,2013-06-12 17:55:18+05:30,2013-06-12 17:55:30+05:30,12.0,121.9827880859375
laptop computer,1,2013-06-12 17:57:32+05:30,2013-06-12 17:58:17+05:30,45.0,69.54351806640625
water filter,5,2013-06-12 17:02:27+05:30,2013-06-12 17:58:41+05:30,3374.0,31.2303466796875
laptop computer,1,2013-06-12 17:59:23+05:30,2013-06-12 17:59:59+05:30,36.0,81.41455078125
laptop computer,1,2013-06-12 17:25:48+05:30,2013-06-12 18:00:15+05:30,2067.0,81.70318603515625
laptop computer,1,2013-06-12 18:00:41+05:30,2013-06-12 18:31:17+05:30,1836.0,62.70587158203125
water motor,0,2013-06-12 17:50:12+05:30,2013-06-12 18:33:28+05:30,2596.0,332.6953430175781
laptop computer,1,2013-06-12 19:24:15+05:30,2013-06-12 19:35:34+05:30,679.0,72.1038818359375
water filter,5,2013-06-12 19:10:24+05:30,2013-06-12 19:52:48+05:30,2544.0,41.704833984375
laptop computer,1,2013-06-12 19:44:51+05:30,2013-06-12 20:02:19+05:30,1048.0,51.31097412109375
water filter,5,2013-06-12 20:01:49+05:30,2013-06-12 20:03:09+05:30,80.0,32.25628662109375
television,4,2013-06-12 20:02:51+05:30,2013-06-12 20:07:22+05:30,271.0,112.28900146484375
water filter,5,2013-06-12 21:15:29+05:30,2013-06-12 21:16:11+05:30,42.0,38.3427734375
water filter,5,2013-06-12 21:11:05+05:30,2013-06-12 21:21:35+05:30,630.0,43.223876953125
water filter,5,2013-06-12 21:44:16+05:30,2013-06-12 21:49:37+05:30,321.0,39.900390625
water filter,5,2013-06-12 22:08:54+05:30,2013-06-12 22:13:04+05:30,250.0,32.14013671875
water filter,5,2013-06-12 22:07:55+05:30,2013-06-12 22:20:44+05:30,769.0,36.0439453125
water filter,5,2013-06-13 00:29:00+05:30,2013-06-13 00:39:37+05:30,637.0,41.072662353515625
laptop computer,1,2013-06-13 05:31:39+05:30,2013-06-13 05:41:30+05:30,591.0,61.262451171875
water filter,5,2013-06-13 06:32:39+05:30,2013-06-13 06:36:48+05:30,249.0,49.306182861328125
laptop computer,1,2013-06-13 06:10:46+05:30,2013-06-13 06:39:34+05:30,1728.0,76.82489013671875
laptop computer,1,2013-06-13 06:58:13+05:30,2013-06-13 07:08:55+05:30,642.0,68.8426513671875
water filter,5,2013-06-13 07:13:09+05:30,2013-06-13 07:18:40+05:30,331.0,42.95111083984375
laptop computer,1,2013-06-13 07:09:21+05:30,2013-06-13 07:19:25+05:30,604.0,63.59576416015625
laptop computer,1,2013-06-13 07:21:34+05:30,2013-06-13 07:22:46+05:30,72.0,63.602081298828125
water filter,5,2013-06-13 07:26:30+05:30,2013-06-13 07:29:38+05:30,188.0,34.49786376953125
water filter,5,2013-06-13 07:22:20+05:30,2013-06-13 07:31:56+05:30,576.0,31.39581298828125
laptop computer,1,2013-06-13 07:20:48+05:30,2013-06-13 07:33:38+05:30,770.0,74.76130676269531
water filter,5,2013-06-13 07:33:59+05:30,2013-06-13 07:34:12+05:30,13.0,34.987701416015625
water filter,5,2013-06-13 08:38:07+05:30,2013-06-13 08:46:13+05:30,486.0,32.874908447265625
laptop computer,1,2013-06-13 09:52:09+05:30,2013-06-13 10:02:57+05:30,648.0,54.84210205078125
water filter,5,2013-06-13 10:00:17+05:30,2013-06-13 10:05:16+05:30,299.0,46.526611328125
laptop computer,1,2013-06-13 10:05:47+05:30,2013-06-13 10:09:57+05:30,250.0,52.391387939453125
water filter,5,2013-06-13 10:29:06+05:30,2013-06-13 10:29:41+05:30,35.0,41.7205810546875
laptop computer,1,2013-06-13 11:02:37+05:30,2013-06-13 11:14:50+05:30,733.0,70.80987548828125
television,4,2013-06-13 11:36:21+05:30,2013-06-13 11:49:22+05:30,781.0,125.33230590820312
water filter,5,2013-06-13 12:58:03+05:30,2013-06-13 12:58:41+05:30,38.0,47.67767333984375
water filter,5,2013-06-13 12:56:07+05:30,2013-06-13 13:10:04+05:30,837.0,43.05360412597656
laptop computer,1,2013-06-13 13:55:36+05:30,2013-06-13 14:06:41+05:30,665.0,71.08551025390625
water filter,5,2013-06-13 14:14:51+05:30,2013-06-13 14:15:14+05:30,23.0,31.06048583984375
television,4,2013-06-13 14:09:21+05:30,2013-06-13 14:34:48+05:30,1527.0,87.92779541015625
water filter,5,2013-06-13 14:18:48+05:30,2013-06-13 14:49:58+05:30,1870.0,45.8837890625
water filter,5,2013-06-13 15:34:48+05:30,2013-06-13 15:35:29+05:30,41.0,32.79609680175781
kitchen outlets,3,2013-06-13 15:48:57+05:30,2013-06-13 16:23:47+05:30,2090.0,485.66082763671875
laptop computer,1,2013-06-13 16:40:32+05:30,2013-06-13 16:57:36+05:30,1024.0,71.8624267578125
television,4,2013-06-13 17:04:46+05:30,2013-06-13 17:10:28+05:30,342.0,86.11300659179688
water filter,5,2013-06-13 17:44:39+05:30,2013-06-13 17:44:49+05:30,10.0,40.725677490234375
laptop computer,1,2013-06-13 18:01:59+05:30,2013-06-13 18:02:06+05:30,7.0,58.0028076171875
water filter,5,2013-06-13 18:11:51+05:30,2013-06-13 18:24:04+05:30,733.0,30.845611572265625
television,4,2013-06-13 18:38:10+05:30,2013-06-13 18:57:05+05:30,1135.0,102.2724609375
television,4,2013-06-13 18:11:56+05:30,2013-06-13 18:57:26+05:30,2730.0,114.8406982421875
kitchen outlets,3,2013-06-13 19:54:59+05:30,2013-06-13 20:28:51+05:30,2032.0,427.5009765625
water filter,5,2013-06-13 20:09:56+05:30,2013-06-13 20:30:10+05:30,1214.0,46.656005859375
television,4,2013-06-13 20:08:18+05:30,2013-06-13 20:41:07+05:30,1969.0,85.509033203125
water filter,5,2013-06-13 20:43:29+05:30,2013-06-13 20:44:31+05:30,62.0,36.504150390625
water filter,5,2013-06-13 20:42:39+05:30,2013-06-13 20:49:08+05:30,389.0,43.375
water filter,5,2013-06-13 20:56:50+05:30,2013-06-13 20:57:01+05:30,11.0,42.849609375
air conditioner,2,2013-06-13 20:49:01+05:30,2013-06-13 21:17:20+05:30,1699.0,1735.27392578125
laptop computer,1,2013-06-13 21:27:02+05:30,2013-06-13 21:30:50+05:30,228.0,57.1240234375
laptop computer,1,2013-06-13 21:31:56+05:30,2013-06-13 21:49:09+05:30,1033.0,63.277587890625
water filter,5,2013-06-13 21:00:59+05:30,2013-06-13 21:56:55+05:30,3356.0,31.2509765625
water filter,5,2013-06-13 21:57:02+05:30,2013-06-13 21:59:06+05:30,124.0,46.921142578125
kitchen outlets,3,2013-06-13 22:15:12+05:30,2013-06-13 22:17:05+05:30,113.0,944.48876953125
